0.959954315,1.16E-05,0
0.709580638,0.000399063,2
0.912651338,1.12E-05,0
0.732616891,0.000369623,1
0.932587267,9.15E-05,0
0.960518716,1.13E-05,0
0.850398969,0.000256501,1
0.854371604,0.00025337,2
0.959714774,0.0003333,1
0.920968305,1.63E-05,0
0.945625448,1.00E-05,0
0.55805059,0.00020626,0
0.960706219,1.11E-05,0
0.667980007,0.000409907,1
0.964313228,1.11E-05,0
0.926877526,1.10E-05,0
0.045345756,0.002920127,2
0.933911695,6.15E-06,0
0.859903837,4.69E-05,0
0.717286995,0.000309503,2
0.736107992,0.000319505,2
0.871196691,6.33E-05,0
0.963499572,1.13E-05,0
0.596883461,0.000163578,1
0.682391711,0.000235545,1
0.945907182,9.69E-06,0
0.854817873,0.000235489,2
0.504287356,0.000355381,2
0.725851555,0.000370137,2
0.936844434,3.12E-05,0
0.193905842,0.000963881,1
0.867970367,6.31E-05,0
0.66795808,0.000366086,1
0.668924629,0.000469209,2
0.918676539,1.12E-05,0
0.883604186,0.000264366,2
0.859440861,0.000355278,2
0.915357091,1.12E-05,0
0.911709486,3.06E-09,0
0.565516454,0.000458369,2
0.645770549,0.000240403,2
0.129961633,0.000833273,2
0.91489917,5.28E-05,0
0.899091582,1.15E-05,0
0.929921456,0.000162291,0
0.810551378,9.69E-05,1
0.325119246,7.56E-05,0
0.913977842,1.12E-05,0
0.398794736,0.000344522,2
0.673591515,0.000240896,2
0.636742385,9.36E-06,0
0.917135508,1.12E-05,0
0.877595981,0.000117709,0
0.961188161,1.12E-05,0
0.726837566,0.000335144,2
0.87807163,0.000250601,0
0.030170338,4.15E-08,0
0.710024747,0.00039498,2
0.920937705,4.38E-05,0
0.911752292,1.12E-05,0
0.943171814,5.22E-05,0
0.962279245,1.13E-05,0
0.933661972,7.76E-05,0
0.946958314,1.01E-05,0
0.965067555,1.11E-05,0
0.934662078,5.95E-05,0
0.921981591,3.31E-05,0
0.492514098,0.000461328,1
0.944786532,9.61E-06,0
0.962749952,1.11E-05,0
0.789868809,0.000204254,2
0.932140929,5.78E-05,0
0.755751143,0.000350171,1
0.411474855,0.000395313,2
0.572340365,0.000356288,2
0.140953571,0.000821064,2
0.944810188,9.63E-06,0
0.457044999,0.000513634,1
0.652204578,0.000417671,1
0.932941175,4.67E-05,0
0.912539037,1.09E-05,0
0.915247734,1.12E-05,0
0.947104797,9.68E-06,0
0.75458474,0.000405217,2
0.891082952,5.61E-05,0
0.813874612,0.000157845,1
0.662121079,0.000319706,2
0.758228647,0.000141652,2
0.828680469,9.98E-08,1
0.899679675,1.13E-05,0
0.931522885,3.38E-05,0
0.879856849,5.46E-05,0
0.960504909,1.13E-05,0
0.736473579,0.000323549,1
0.878619559,7.64E-05,0
0.934887311,3.06E-05,0
0.883394748,5.49E-05,0
0.874484171,7.49E-07,0
0.910180412,0.00032447,2
0.962931973,1.13E-05,0
0.938917342,3.05E-05,0
0.901621046,0.000295392,1
0.359797357,0.000448934,1
0.932205359,7.04E-05,0
0.879587989,9.64E-05,0
0.902251564,7.98E-05,0
0.222380477,0.000782681,3
0.67561408,0.000306398,2
0.723128627,0.000414949,2
0.721930618,0.000170006,2
0.012897407,1.54E-07,0
0.647815733,0.000292662,2
0.944187546,9.84E-06,0
0.016220972,0.00086833,1
0.946339477,9.73E-06,0
0.606772436,0.000318431,2
0.031782275,3.25E-06,1
0.729016464,0.000356856,2
0.945814112,9.73E-06,0
0.740389925,0.000225524,1
0.714093818,0.00036408,2
0.737033185,0.000390975,2
0.123065574,0.000821448,3
0.913339052,5.80E-05,0
0.710563599,0.000416356,2
0.253135787,1.94E-07,3
0.532320233,0.000475547,2
0.745214627,0.000332734,1
0.90389017,4.78E-05,0
0.851123707,0.000371887,2
0.933751216,5.13E-05,0
0.944007669,5.11E-05,0
0.928370751,5.27E-05,0
0.945574599,9.75E-06,0
0.286966488,0.000589223,1
0.834354924,0.000220181,2
0.92981123,3.34E-05,0
0.938785614,3.03E-05,0
0.915117327,1.12E-05,0
0.945981594,1.00E-05,0
0.93912261,3.05E-05,0
0.476123105,0.000470079,1
0.55165369,0.000307549,2
0.122872543,0.000822687,3
0.130331433,0.000831209,2
0.927197705,4.37E-05,0
0.94303544,1.01E-05,0
0.946615564,0.000316289,2
0.871547722,4.78E-05,0
0.089859311,0.002439477,2
0.918906976,4.49E-05,0
0.973830945,7.32E-05,0
0.752951478,0.000265145,1
0.847652825,0.000328616,2
0.566609679,0.000420991,2
0.922766591,1.12E-05,0
0.945666447,1.00E-05,0
0.905212525,1.12E-05,0
0.902225045,2.86E-05,0
0.958888597,1.13E-05,0
0.572913058,0.000400899,1
0.914721331,1.11E-05,0
0.937977605,3.04E-05,0
0.888439082,7.10E-05,0
0.94709206,6.00E-05,0
0.927765213,5.29E-05,0
0.565748683,0.000451596,1
0.681256727,0.000162185,2
0.934876989,5.89E-05,0
0.510154966,0.000476754,2
0.716255644,2.34E-09,1
0.888640575,0.000288968,1
0.829299203,0.00024899,1
0.327502428,0.000723698,4
0.411291998,0.000531175,2
0.129948712,0.000833579,2
0.933129139,9.61E-05,0
0.96172798,1.14E-05,0
0.865958432,5.03E-05,2
0.915054442,1.10E-05,0
